Commodity,Year,Attribute,Value,Notes
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,"U.S. population, July 1-Millions",213.854,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,"U.S. population, July 1-Millions",215.973,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,"U.S. population, July 1-Millions",218.035,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,"U.S. population, July 1-Millions",220.239,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,"U.S. population, July 1-Millions",222.585,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,"U.S. population, July 1-Millions",225.055,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,"U.S. population, July 1-Millions",227.726,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,"U.S. population, July 1-Millions",229.966,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,"U.S. population, July 1-Millions",232.188,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,"U.S. population, July 1-Millions",234.307,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,"U.S. population, July 1-Millions",236.348,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,"U.S. population, July 1-Millions",238.466,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,"U.S. population, July 1-Millions",240.651,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,"U.S. population, July 1-Millions",242.804,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,"U.S. population, July 1-Millions",245.021,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,"U.S. population, July 1-Millions",247.342,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,"U.S. population, July 1-Millions",250.132,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,"U.S. population, July 1-Millions",253.493,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,"U.S. population, July 1-Millions",256.894,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,"U.S. population, July 1-Millions",260.255,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,"U.S. population, July 1-Millions",263.436,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,"U.S. population, July 1-Millions",266.557,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,"U.S. population, July 1-Millions",269.667,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,"U.S. population, July 1-Millions",272.912,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,"U.S. population, July 1-Millions",276.115,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,"U.S. population, July 1-Millions",279.295,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,"U.S. population, July 1-Millions",282.385,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,"U.S. population, July 1-Millions",285.309019,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,"U.S. population, July 1-Millions",288.104818,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,"U.S. population, July 1-Millions",290.819634,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,"U.S. population, July 1-Millions",293.463185,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,"U.S. population, July 1-Millions",296.186216,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,"U.S. population, July 1-Millions",298.995825,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,"U.S. population, July 1-Millions",302.003917,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,"U.S. population, July 1-Millions",304.797761,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,"U.S. population, July 1-Millions",307.439406,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,"U.S. population, July 1-Millions",309.741279,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,"U.S. population, July 1-Millions",311.973914,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,"U.S. population, July 1-Millions",314.167558,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,"U.S. population, July 1-Millions",316.294766,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,"U.S. population, July 1-Millions",318.576955,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,"U.S. population, July 1-Millions",320.870703,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,"U.S. population, July 1-Millions",323.161011,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,"U.S. population, July 1-Millions",325.20603,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,"U.S. population, July 1-Millions",326.923976,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,"U.S. population, July 1-Millions",328.475998,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,"U.S. population, July 1-Millions",330.11398,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,"U.S. population, July 1-Millions",332.281395,Resident population plus the Armed Forces overseas.
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Berries-Blackberries-Pounds,0.103388409,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Berries-Blackberries-Pounds,0.164691492,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Berries-Blackberries-Pounds,0.10910165,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Berries-Blackberries-Pounds,0.075976009,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Berries-Blackberries-Pounds,0.056113049,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Berries-Blackberries-Pounds,0.083343751,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Berries-Blackberries-Pounds,0.11924691,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Berries-Blackberries-Pounds,0.1244103,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Berries-Blackberries-Pounds,0.099737179,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Berries-Blackberries-Pounds,0.061318344,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Berries-Blackberries-Pounds,0.022395335,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Berries-Blackberries-Pounds,0.037396833,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Berries-Blackberries-Pounds,0.091305322,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Berries-Blackberries-Pounds,0.078529451,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Berries-Blackberries-Pounds,0.040618072,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Berries-Blackberries-Pounds,0.043612087,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Berries-Blackberries-Pounds,0.039891794,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Berries-Blackberries-Pounds,0.072074595,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Berries-Blackberries-Pounds,0.126111639,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Berries-Blackberries-Pounds,0.066304954,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Berries-Blackberries-Pounds,0.08075736,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Berries-Blackberries-Pounds,0.073374807,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Berries-Blackberries-Pounds,0.068390075,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Berries-Blackberries-Pounds,0.110068971,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Berries-Blackberries-Pounds,0.076067812,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Berries-Blackberries-Pounds,0.119839284,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Berries-Blackberries-Pounds,0.060237256,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Berries-Blackberries-Pounds,0.074327989,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Berries-Blackberries-Pounds,0.104583235,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Berries-Blackberries-Pounds,0.085497413,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Berries-Blackberries-Pounds,0.090373072,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Berries-Blackberries-Pounds,0.084599499,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Berries-Blackberries-Pounds,0.084594212,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Berries-Blackberries-Pounds,0.08051726,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Berries-Blackberries-Pounds,0.074112566,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Berries-Blackberries-Pounds,0.1076476,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Berries-Blackberries-Pounds,0.076694862,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Berries-Blackberries-Pounds,0.095077513,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Berries-Blackberries-Pounds,0.102343937,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Berries-Blackberries-Pounds,0.091375244,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Berries-Blackberries-Pounds,0.089329635,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Berries-Blackberries-Pounds,0.068556901,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Berries-Blackberries-Pounds,0.08675168,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Berries-Blackberries-Pounds,0.111181274,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Berries-Blackberries-Pounds,0.078885783,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Berries-Blackberries-Pounds,0.106675448,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Berries-Blackberries-Pounds,0.083847156,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Berries-Blackberries-Pounds,0.09331872,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Berries-Blackberries-Pounds,NA,"No longer updated after 2017. Beginning in 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production. There is no data on trade."
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Berries-Blackberries-Pounds,NA,"No longer updated after 2017. Beginning in 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production. There is no data on trade."
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Berries-Blackberries-Pounds,NA,"No longer updated after 2017. Beginning in 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production. There is no data on trade."
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Berries-Blackberries-Pounds,NA,"No longer updated after 2017. Beginning in 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production. There is no data on trade."
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Berries-Blueberries-Pounds,0.218003238,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Berries-Blueberries-Pounds,0.182528255,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Berries-Blueberries-Pounds,0.188436178,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Berries-Blueberries-Pounds,0.166717789,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Berries-Blueberries-Pounds,0.14786256,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Berries-Blueberries-Pounds,0.196010612,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Berries-Blueberries-Pounds,0.137941156,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Berries-Blueberries-Pounds,0.135157715,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Berries-Blueberries-Pounds,0.115223398,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Berries-Blueberries-Pounds,0.136384439,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Berries-Blueberries-Pounds,0.189965134,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Berries-Blueberries-Pounds,0.175125888,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Berries-Blueberries-Pounds,0.116668389,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Berries-Blueberries-Pounds,0.046157392,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Berries-Blueberries-Pounds,0.261043038,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Berries-Blueberries-Pounds,0.228057669,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Berries-Blueberries-Pounds,0.3914,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Berries-Blueberries-Pounds,0.2678,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Berries-Blueberries-Pounds,0.2163,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Berries-Blueberries-Pounds,0.309,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Berries-Blueberries-Pounds,0.335602802,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Berries-Blueberries-Pounds,0.348625011,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Berries-Blueberries-Pounds,0.42105491,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Berries-Blueberries-Pounds,0.486146702,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Berries-Blueberries-Pounds,0.501010492,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Berries-Blueberries-Pounds,0.472326932,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Berries-Blueberries-Pounds,0.380768503,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Berries-Blueberries-Pounds,0.333782318,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Berries-Blueberries-Pounds,0.356156964,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Berries-Blueberries-Pounds,0.413835535,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Berries-Blueberries-Pounds,0.335802793,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Berries-Blueberries-Pounds,0.399578915,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Berries-Blueberries-Pounds,0.258348756,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Berries-Blueberries-Pounds,0.372088903,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Berries-Blueberries-Pounds,0.251078114,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Berries-Blueberries-Pounds,0.438892305,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Berries-Blueberries-Pounds,0.362512763,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Berries-Blueberries-Pounds,0.384745437,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Berries-Blueberries-Pounds,0.39246966,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Berries-Blueberries-Pounds,0.543525762,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Berries-Blueberries-Pounds,0.592987469,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Berries-Blueberries-Pounds,0.466765604,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Berries-Blueberries-Pounds,0.451657153,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Berries-Blueberries-Pounds,0.560227213,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Berries-Blueberries-Pounds,0.642304042,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Berries-Blueberries-Pounds,0.697756027,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Berries-Blueberries-Pounds,0.662233436,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Berries-Blueberries-Pounds,0.744433761,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Berries-Blueberries-Pounds,0.851023963,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Berries-Blueberries-Pounds,0.736860952,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Berries-Blueberries-Pounds,0.888139832,
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Berries-Blueberries-Pounds,0.911825592,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Berries-Raspberries-Pounds,0.167957396,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Berries-Raspberries-Pounds,0.172420435,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Berries-Raspberries-Pounds,0.127563174,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Berries-Raspberries-Pounds,0.108018064,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Berries-Raspberries-Pounds,0.099179814,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Berries-Raspberries-Pounds,0.098595658,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Berries-Raspberries-Pounds,0.134840737,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Berries-Raspberries-Pounds,0.137782137,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Berries-Raspberries-Pounds,0.108026147,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Berries-Raspberries-Pounds,0.080713603,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Berries-Raspberries-Pounds,0.084838798,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Berries-Raspberries-Pounds,0.084925598,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Berries-Raspberries-Pounds,0.068737402,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Berries-Raspberries-Pounds,0.078422753,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Berries-Raspberries-Pounds,0.058642341,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Berries-Raspberries-Pounds,0.103033556,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Berries-Raspberries-Pounds,0.095989628,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Berries-Raspberries-Pounds,0.076110772,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Berries-Raspberries-Pounds,0.124017941,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Berries-Raspberries-Pounds,0.228163419,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Berries-Raspberries-Pounds,0.210697544,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Berries-Raspberries-Pounds,0.199663266,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Berries-Raspberries-Pounds,0.290538326,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Berries-Raspberries-Pounds,0.297406467,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Berries-Raspberries-Pounds,0.314341014,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Berries-Raspberries-Pounds,0.327131412,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Berries-Raspberries-Pounds,0.33980309,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Berries-Raspberries-Pounds,0.329132774,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Berries-Raspberries-Pounds,0.384354035,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Berries-Raspberries-Pounds,0.341692765,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Berries-Raspberries-Pounds,0.386017394,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Berries-Raspberries-Pounds,0.431405585,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Berries-Raspberries-Pounds,0.338103202,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Berries-Raspberries-Pounds,0.421545642,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Berries-Raspberries-Pounds,0.365772572,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Berries-Raspberries-Pounds,0.430948593,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Berries-Raspberries-Pounds,0.41227391,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Berries-Raspberries-Pounds,0.433946874,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Berries-Raspberries-Pounds,0.359107741,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Berries-Raspberries-Pounds,0.334058491,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Berries-Raspberries-Pounds,0.384385572,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Berries-Raspberries-Pounds,0.374808287,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Berries-Raspberries-Pounds,0.403710284,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Berries-Raspberries-Pounds,0.381260541,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Berries-Raspberries-Pounds,0.535187031,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Berries-Raspberries-Pounds,0.585565116,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Berries-Raspberries-Pounds,0.4477658,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Berries-Raspberries-Pounds,0.414277467,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Berries-Raspberries-Pounds,0.40765583,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Berries-Raspberries-Pounds,0.474975949,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Berries-Raspberries-Pounds,0.476567509,
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Berries-Raspberries-Pounds,0.414411329,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Berries-Strawberries-Pounds,1.17884244,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Berries-Strawberries-Pounds,1.271606127,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Berries-Strawberries-Pounds,1.175806114,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Berries-Strawberries-Pounds,1.098698026,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Berries-Strawberries-Pounds,1.059989526,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Berries-Strawberries-Pounds,1.225139254,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Berries-Strawberries-Pounds,1.103341207,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Berries-Strawberries-Pounds,1.051080871,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Berries-Strawberries-Pounds,1.16875351,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Berries-Strawberries-Pounds,1.082370976,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Berries-Strawberries-Pounds,1.222377243,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Berries-Strawberries-Pounds,1.163974761,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Berries-Strawberries-Pounds,1.057077196,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Berries-Strawberries-Pounds,1.111657697,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Berries-Strawberries-Pounds,1.072881768,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Berries-Strawberries-Pounds,1.049312187,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Berries-Strawberries-Pounds,1.117271734,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Berries-Strawberries-Pounds,1.134496713,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Berries-Strawberries-Pounds,1.169287122,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Berries-Strawberries-Pounds,1.225870795,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Berries-Strawberries-Pounds,1.117732322,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Berries-Strawberries-Pounds,1.239584492,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Berries-Strawberries-Pounds,1.187373343,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Berries-Strawberries-Pounds,1.161168369,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Berries-Strawberries-Pounds,1.116337896,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Berries-Strawberries-Pounds,1.272634859,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Berries-Strawberries-Pounds,1.26480615,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Berries-Strawberries-Pounds,1.086893651,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Berries-Strawberries-Pounds,1.249223295,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Berries-Strawberries-Pounds,1.203591964,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Berries-Strawberries-Pounds,1.403012096,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Berries-Strawberries-Pounds,1.629285969,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Berries-Strawberries-Pounds,1.430643621,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Berries-Strawberries-Pounds,1.675945061,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Berries-Strawberries-Pounds,1.488728058,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Berries-Strawberries-Pounds,1.895128564,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Berries-Strawberries-Pounds,1.869952836,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Berries-Strawberries-Pounds,1.693440922,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Berries-Strawberries-Pounds,1.77720076,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Berries-Strawberries-Pounds,1.544214343,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Berries-Strawberries-Pounds,1.93116381,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Berries-Strawberries-Pounds,1.648201919,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Berries-Strawberries-Pounds,1.837748752,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Berries-Strawberries-Pounds,1.742922936,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Berries-Strawberries-Pounds,1.918060282,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Berries-Strawberries-Pounds,1.921668764,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Berries-Strawberries-Pounds,1.773477693,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Berries-Strawberries-Pounds,1.754873015,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Berries-Strawberries-Pounds,1.801979206,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Berries-Strawberries-Pounds,1.854027684,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Berries-Strawberries-Pounds,1.865100664,
